Lista de Productos,Precios,Descuento,Marca,Supermercado,Image URL,Lista de Productos Normalizados
mezcla para panqueques waffles y crepes cuisine & co 720g,S/13.90,0,Cuisine & Co,Metro,,mezcl panquequ waffl crep cuisin & co 720g
harina de avena integral marimiel 300 g,S/13.90,0,Marimiel,Metro,,harin aven integral marimiel 300 g
ajo molido piki 1kg,S/24.90,0,Piki,Metro,,ajo mol piki 1kg
achiote molido toña 18g,S/2.49,0,Toña,Metro,,achiot mol toñ 18g
pack ketchup 425 g + mostaza 220 g,S/7.60,20 %,B&D,Metro,,pack ketchup 425 g + mostaz 220 g
sazonador palillo amarillito sobre 32.4 g,S/1.05,0,Sibarita,Metro,,sazon palill amarillit 32.4 g
sal gruesa 600 g,S/7.84,20 %,maras-gourmet,Metro,,sal grues 600 g
canela entera x 8 grs toña,S/3.70,0,Toña,Metro,,canel enter x 8 grs toñ
papas artesanas alita bbq bolsa 130 g,S/5.60,30 %,frito-lays,Metro,,pap artesan alit bbq bols 130 g
papas artesanas sal marina bolsa 135 g,S/5.60,30 %,Frito Lays,Metro,,pap artesan sal marin bols 135 g
chifles salados crickets 500g,S/19.60,0,Crickets,Metro,,chifl sal crickets 500g
maíz pop corn bolsa 350 g,S/3.40,0,Tesoro del Campo,Metro,,maiz pop corn bols 350 g
frijol canario bolsa 350 g,S/5.60,0,Tesoro del Campo,Metro,,frijol canari bols 350 g
algarrobina frasco 500 g,S/21.50,0,Olivos del Sur,Metro,,algarrobin frasc 500 g
arroz fortificado superior bolsa 5 kg,S/. 20.90,0,Paisana,Metro,,arroz fortific superior bols 5 kg
arroz superior bolsa 10 kg,S/. 35.90,0,Metro,Metro,,arroz superior bols 10 kg
vinagre de sidra de manzana orgánico bragg botella 946 ml,S/. 39.90,0,Bragg,Metro,,vinagr sidr manzan organ bragg botell 946 ml
chocolate oscuro 85% cacao dark tableta 100g,S/14.90,25 %,Belgian,Metro,,chocolat oscur 85 % caca dark tablet 100g
chocolate con leche 44% cacao montblanc 190g,S/19.90,0,MontBlanc,Metro,,chocolat lech 44 % caca montblanc 190g
kétchup cuisine & co 400g,S/11.70,0,Cuisine & Co,Metro,,ketchup cuisin & co 400g
mayonesa tradicional cuisine & co 333g,S/11.90,0,Cuisine & Co,Metro,,mayones tradicional cuisin & co 333g
chocolate con leche triángulo barra 30 g caja 10 unid,S/14.90,19 %,Triángulo,Metro,,chocolat lech triangul barr 30 g caj 10 unid
chocolate relleno con crema de maní princesa barra 30 g caja 10 unid,S/14.90,19 %,Princesa,Metro,,chocolat rellen crem man princes barr 30 g caj 10 unid
leche condensada gloria doypack 90 g,S/2.99,0,Gloria,Metro,,lech condens glori doypack 90 g
habas fritas cuisine&co bolsa 100 g,S/5.40,0,Cuisine & Co,Metro,,hab frit cuisin & co bols 100 g
galleta de chocolate con crema oreo paquete 216 g + galleta de chocolate doña pepa paquete 138 g,S/7.60,20 %,Oreo,Metro,,gallet chocolat crem ore paquet 216 g + gallet chocolat doñ pep paquet 138 g
tortillas de maíz clásica cuisine & co bolsa 65 g,S/2.80,0,Cuisine & Co,Metro,,tortill maiz clasic cuisin & co bols 65 g
boliquesos horneados cheetos bolsa 130 g,S/5.20,0,Frito Lays,Metro,,boliques horn cheet bols 130 g
sal de maras con ají panca cuisine & co frasco 80 g,S/13.99,0,Cuisine & Co,Metro,,sal mar aji panc cuisin & co frasc 80 g
canchita serrana sabor queso cuisine & co pote 160 g,S/5.52,20 %,Cuisine & Co,Metro,,canchit serran sabor ques cuisin & co pot 160 g
canchita andina cuisine & co pote 180 g,S/6.08,20 %,Cuisine & Co,Metro,,canchit andin cuisin & co pot 180 g
crema de ají criollo cuisine & co doypack 85 g,S/3.44,20 %,Cuisine & Co,Metro,,crem aji crioll cuisin & co doypack 85 g
cereales bañados con chocolate choco yogurt 2 cerritos bolsa 125 g,S/9.99,0,2 Cerritos,Metro,,cereal bañ chocolat choc yogurt 2 cerrit bols 125 g
sal de cocina gruesa cuisine & co 1kg,S/1.90,0,Cuisine & Co,Metro,,sal cocin grues cuisin & co 1kg
cocktail de nueces villa natura 250g,S/15.60,0,Villa Natura,Metro,,cocktail nuec vill natur 250g
maní con pasas sin sal villa natura 250g,S/8.99,0,Villa Natura,Metro,,man pas sal vill natur 250g
cancha chulpi villa natura 150g,S/7.10,0,Villa Natura,Metro,,canch chulpi vill natur 150g
mixtura sin sal villa natura 150g,S/9.90,0,Villa Natura,Metro,,mixtur sal vill natur 150g
pasion mix villa natura 150g,S/8.90,21 %,Villa Natura,Metro,,pasion mix vill natur 150g
cocktail de nueces villa natura 150g,S/7.50,15 %,Villa Natura,Metro,,cocktail nuec vill natur 150g
cocktail de nueces villa natura 250g,S/13.90,0,Villa Natura,Metro,,cocktail nuec vill natur 250g
mixtura sin sal villa natura 250g,S/13.90,0,Villa Natura,Metro,,mixtur sal vill natur 250g
chicle sabores surtidos fini ensalada de frutas ácidas 80g,S/4.60,6 %,Fini,Metro,,chicl sabor surt fini ensal frut acid 80g
gomitas sabores surtidos fini ositos 90g,S/4.60,6 %,Fini,Metro,,gomit sabor surt fini osit 90g
harina cuisine & co sin preparar bolsa 1 kg,S/6.80,6 %,Cuisine & Co,Metro,,harin cuisin & co prepar bols 1 kg
harina cuisine & co preparada bolsa 1 kg,S/6.80,6 %,Cuisine & Co,Metro,,harin cuisin & co prepar bols 1 kg
grageas de colores tronquitos 2 cerritos bolsa 125 g,S/7.80,0,2 Cerritos,Metro,,grag color tronquit 2 cerrit bols 125 g
salsa de mensi kikko frasco 350 ml,S/8.50,0,Kikko,Metro,,sals mensi kikk frasc 350 ml
salsa casera molitalia 190g,S/3.90,0,Molitalia,Metro,,sals caser molitali 190g
cocktail de nueces original vallealto 150g,S/7.70,0,Vallealto,Metro,,cocktail nuec original vallealt 150g
cocktail de nueces vallealto 200g,S/11.10,0,Vallealto,Metro,,cocktail nuec vallealt 200g
berry crunch vallealto 200g,S/9.80,0,Vallealto,Metro,,berry crunch vallealt 200g
cocktail de nueces original vallealto 250g,S/12.50,19 %,Vallealto,Metro,,cocktail nuec original vallealt 250g
sopa instantánea sabor a gallina picante ajinomen vaso 51 g,S/3.40,0,Ajinomen,Metro,,sop instantane sabor gallin picant ajinom vas 51 g
guindón sin pepa frutos y snacks seleccionados cuisine & co bolsa 180 gr,S/9.70,0,Cuisine & Co,Metro,,guindon pep frut snacks seleccion cuisin & co bols 180 gr
doritos flamint hot bolsa 100 g,S/4.99,0,Frito Lays,Metro,,dorit flamint hot bols 100 g
cobertura sabor a chocolate bitter nestlé tableta 500 g,S/14.90,0,Nestlé,Metro,,cobertur sabor chocolat bitt nestl tablet 500 g
esencia de vainilla fleischmann frasco 500 ml,S/17.90,0,Fleischmann,Metro,,esenci vainill fleischmann frasc 500 ml
galletas de arroz cuisine & co doypack 120 g,S/6.50,0,Cuisine & Co,Metro,,gallet arroz cuisin & co doypack 120 g
guindones sin pepa villa natura 200g,S/11.90,0,Villa Natura,Metro,,guindon pep vill natur 200g
chocolate bitter con maní 41% cacao sublime 38g,S/2.50,0,Sublime,Metro,,chocolat bitt man 41 % caca sublim 38g
chocolate bitter orquidea 80% cacao tableta 90 gr,S/18.50,0,Orquidea,Metro,,chocolat bitt orquide 80 % caca tablet 90 gr
salsa para lomo saltado lee kum kee botella 445 ml,S/25.50,0,Lee Kum Kee,Metro,,sals lom salt lee kum kee botell 445 ml
vinagre de manzana olivos del sur botella 500 ml,S/11.60,0,Olivos del Sur,Metro,,vinagr manzan oliv sur botell 500 ml
crema chantilly fleischmann 60g,S/3.25,0,Fleischmann,Metro,,crem chantilly fleischmann 60g
sillao tito botella 500 ml,S/4.60,0,Tito,Metro,,silla tit botell 500 ml
sillao aji-no-sillao botella 150 ml,S/2.20,0,Aji-No-Sillao,Metro,,silla aji-no-silla botell 150 ml
mix peruano de snacks cuisine & co 175g,S/7.50,15 %,Cuisine & Co,Metro,,mix peruan snacks cuisin & co 175g
camote frito cuisine & co bolsa 130 gr,S/5.50,11 %,Cuisine & Co,Metro,,camot frit cuisin & co bols 130 gr
ajo molido sibarita sobre 100 g,S/2.99,0,Sibarita,Metro,,ajo mol sibarit 100 g
fusilli tricolor la molisana paquete 500 g,S/. 7.35,25 %,La Molisana,Metro,,fusilli tricolor molisan paquet 500 g
fusilli integrali la molisana paquete 500 g,S/. 6.67,25 %,La Molisana,Metro,,fusilli integrali molisan paquet 500 g
yuca frita en hojuelas veggie chips inka chips bolsa 125 g,S/8.50,0,Inka Chips,Metro,,yuc frit hojuel veggi chips inka chips bols 125 g
chocman doble manjar costa 300g,S/6.60,0,Costa,Metro,,chocm dobl manj cost 300g
tejas surtidas helena caja 260 g,S/52.90,0,Helena,Metro,,tej surt helen caj 260 g
chupete globo pop surtido 24un,S/7.60,0,Globo Pop,Metro,,chupet glob pop surt 24un
papas lays clásicas bolsa 210 gr,S/6.50,28 %,Frito Lays,Metro,,pap lays clasic bols 210 gr
pasta gnocchi sin gluten la molisana bolsa 500 g,S/. 9.38,24 %,La Molisana,Metro,,past gnocchi glut molisan bols 500 g
maíz pop corn valle norte bolsa 500 g,S/5.70,0,Valle Norte,Metro,,maiz pop corn vall nort bols 500 g
arveja verde valle norte bolsa 500 g,S/4.60,0,Valle Norte,Metro,,arvej verd vall nort bols 500 g
durazno en mitades arica contenido 820 g,S/11.90,0,Arica,Metro,,durazn mitad aric conten 820 g
chifles salados villa natura 500g,S/16.90,0,Villa Natura,Metro,,chifl sal vill natur 500g
chocolate de leche hershey's kisses 74g,S/11.00,14 %,Hershey's,Metro,,chocolat lech hershey 's kiss 74g
penne rigate integral la molisana le integrali 500g,S/. 6.67,25 %,La Molisana,Metro,,penn rigat integral molisan integrali 500g
manjar blanco cuisine & co contenido 200 g,S/3.90,11 %,Cuisine & Co,Metro,,manj blanc cuisin & co conten 200 g
filete de atún claro campomar en aceite lata 170 gr,S/6.90,0,Campomar,Metro,,filet atun clar campom aceit lat 170 gr
pecana pelada wong pote 100 g,S/13.90,0,Wong,Metro,,pecan pel wong pot 100 g
crema de alcachofas provenzal sobre 70 g,S/4.27,0,Provenzal,Metro,,crem alcachof provenzal 70 g
trigo mote maxima bolsa 500 g,S/3.99,0,Máxima,Metro,,trig mot maxim bols 500 g
arveja partida máxima 500g,S/3.99,0,Máxima,Metro,,arvej part maxim 500g
maiz pop corn paisana bolsa 500 g,S/4.19,0,Paisana,Metro,,maiz pop corn paisan bols 500 g
gomas grissly delfin 90g,S/4.60,0,Grissly,Metro,,gom grissly delfin 90g
nueces peladas vallealto 90g,S/9.99,0,Vallealto,Metro,,nuec pel vallealt 90g
chicle sin azúcar sabor fresa y limón trident splash 9un,S/2.56,20 %,Trident,Metro,,chicl azuc sabor fres limon trident splash 9un
trozo de atún real 140g,S/6.10,3 %,Real,Metro,,troz atun real 140g
laurel sibarita 5 g,S/2.30,0,Sibarita,Metro,,laurel sibarit 5 g
cebolla en polvo badía frasco 2.75 onzas,S/9.30,0,Badia,Metro,,ceboll polv bad frasc 2.75 onzas
comino molido sibarita frasco 40 g,S/9.90,0,Sibarita,Metro,,comin mol sibarit frasc 40 g
sirope sabor maple spitze frasco 480 g,S/12.50,0,Spitze,Metro,,sirop sabor mapl spitz frasc 480 g
dulce de leche el manjar nestlé bolsa 200 g,S/5.40,0,Nestlé,Metro,,dulc lech manj nestl bols 200 g
harina instantánea molicusco 7 semillas bolsa 400 g,S/9.90,16 %,Molicusco,Metro,,harin instantane molicusc 7 semill bols 400 g
polvo de hornear universal sobre 25 g,S/1.70,0,Universal,Metro,,polv horn universal 25 g
chicles sabor a menta chiclets caja 12 und,S/1.60,0,Adams,Metro,,chicl sabor ment chiclets caj 12 und
chocolate kitkat tableta 41.5 g,S/4.20,0,Kit Kat,Metro,,chocolat kitkat tablet 41.5 g
cocktail de frutas aconcagua en almíbar lata 822 g,S/17.90,0,Aconcagua,Metro,,cocktail frut aconcagu almib lat 822 g
chocolates m&m peanut contenido 1.74 oz,S/4.90,0,M&M's,Metro,,chocolat m & m peanut conten 1.74 oz
chocolate de leche snickers 53g,S/3.99,0,Snickers,Metro,,chocolat lech snickers 53g
chicle sin azúcar menta fresca trident 18un,S/2.88,20 %,Trident,Metro,,chicl azuc ment fresc trident 18un
king kong de manjarblanco caja 450 g,S/22.90,17 %,San Roque,Metro,,king kong manjarblanc caj 450 g
manjar blanco bonlé bolsa 1 kg,S/18.90,9 %,Bonlé,Metro,,manj blanc bonl bols 1 kg
caramelos sayon chicha morada 374g,S/5.99,0,Sayón,Metro,,caramel sayon chich mor 374g
cobertura sabor chocolate con leche winter's 600g,S/12.90,25 %,Winters,Metro,,cobertur sabor chocolat lech wint 's 600g
salsa ocopa provenzal sobre 70 g,S/8.90,0,Provenzal,Metro,,sals ocop provenzal 70 g
sopa instantánea maggi sabor pollo con fideos 57g,S/3.10,13 %,Maggi,Metro,,sop instantane maggi sabor poll fide 57g
crema instantánea maggi sabor hongos 65g,S/3.40,12 %,Maggi,Metro,,crem instantane maggi sabor hong 65g
minisnack crema de avellana vicenzi contenido 125 g,S/. 10.50,0,Vicenzi,Metro,,minisnack crem avellan vicenzi conten 125 g
manjarblanco bonlé 250g,S/6.10,0,Bonlé,Metro,,manjarblanc bonl 250g
pudin de vainilla universal sobre 100 g,S/3.90,0,Universal,Metro,,pudin vainill universal 100 g
pudín diet universal de vainilla caja 19 g,S/3.90,0,Universal,Metro,,pudin diet universal vainill caj 19 g
flan de vainilla en polvo royal sobre 80 g,S/2.28,20 %,Royal,Metro,,flan vainill polv royal 80 g
mezcla para apanar ajinomix ajinomoto apanado sobre 96 g,S/3.10,0,Ajinomoto,Metro,,mezcl apan ajinomix ajinomot apan 96 g
sillau kikko botella 160 ml,S/1.80,0,Kikko,Metro,,sillau kikk botell 160 ml
sazonador sazón completa badia frasco 12 onzas,S/29.50,0,Badia,Metro,,sazon sazon complet badi frasc 12 onzas
salsa de tamarindo alida chiang frasco 12 onzas,S/9.99,0,Alida Chiang,Metro,,sals tamarind alid chiang frasc 12 onzas
sal rosada de maras gruesa doypack 500 g,S/10.50,0,Cuisine & Co,Metro,,sal ros mar grues doypack 500 g
paprika badia frasco 2 onzas,S/9.40,0,Badia,Metro,,paprik badi frasc 2 onzas
nuez moscada entera badia sobre 14.2 g,S/4.20,0,Badia,Metro,,nuez mosc enter badi 14.2 g
ketchup heinz frasco 20 onzas,S/21.20,0,Heinz,Metro,,ketchup heinz frasc 20 onzas
ketchup heinz frasco 14 onzas,S/15.20,0,Heinz,Metro,,ketchup heinz frasc 14 onzas
aderezo cantones sabor oriental perú pride sobre 85 g,S/5.10,0,Perú Pride,Metro,,aderez canton sabor oriental peru prid 85 g
maní natural karinto 100g,S/4.40,0,Karinto,Metro,,man natural karint 100g
maíz gigante original inka corn doypack 100 g,S/4.50,15 %,Inka Corn,Metro,,maiz gigant original inka corn doypack 100 g
chifles salados veggie chips 250g,S/10.20,0,Gelce,Metro,,chifl sal veggi chips 250g
galletas integrackers integrackers quinua 36g 9un,S/10.00,0,Victoria,Metro,,gallet integrackers integrackers quinu 36g 9un
chocolate pastillas la ibérica caja 100 g,S/14.50,0,La Ibérica,Metro,,chocolat pastill iber caj 100 g
chocolate orgánico 72% cacao orquídea tableta 90 g,S/17.40,0,Orquidea,Metro,,chocolat organ 72 % caca orquide tablet 90 g
bombones la ibérica surtidos caja 150 g,S/24.50,0,La Ibérica,Metro,,bombon iber surt caj 150 g
toffees de chocolate la ibérica bolsa 150 g,S/13.20,0,La Ibérica,Metro,,toff chocolat iber bols 150 g
marshmellows tropical bolsa 255 g,S/12.90,0,Guandy,Metro,,marshmellows tropical bols 255 g
caramelos cavendish & harvey mixed fruit drops lata 200 g,S/. 10.90,0,Cavendish & Harvey,Metro,,caramel cavendish & harvey mix fruit drops lat 200 g
fetuccini extra espinaca bolsa 500 g,S/7.55,0,La Montanara,Metro,,fetuccini extra espinac bols 500 g
sólido de atún real en agua 140g,S/7.20,0,Real,Metro,,sol atun real agu 140g
choclo dulce desgranado valle fértil lata 432 g,S/8.80,0,Valle Fértil,Metro,,chocl dulc desgran vall fertil lat 432 g
sopa a la minuta provenzal sobre 78 g,S/4.44,0,Provenzal,Metro,,sop minut provenzal 78 g
frijol panamito costeño bosa 500 g,S/6.00,0,Costeño,Metro,,frijol panamit costeñ bos 500 g
maíz pop corn tesoro del campo bolsa 500 g,S/4.60,0,Tesoro del Campo,Metro,,maiz pop corn tesor camp bols 500 g
arroz parbolizado costeño bolsa 750 gr,S/. 4.70,0,Costeño,Metro,,arroz parboliz costeñ bols 750 gr
aceite de oliva filippo berio puro botella 1 l,S/. 35.17,25 %,Filippo Berio,Metro,,aceit oliv filipp beri pur botell 1 l
aceite de oliva fat free pam spray 141 g,S/26.40,0,Pam,Metro,,aceit oliv fat fre pam spray 141 g
aceite de oliva la española extra virgen botella 250 ml,S/. 15.90,0,La Española,Metro,,aceit oliv español extra virg botell 250 ml
pack futbolero frito lays,S/35.00,46 %,Frito Lays,Metro,,pack futboler frit lays
golosinas que viva el perú 206.5g,S/11.90,20 %,Skittles,Metro,,golosin viv peru 206.5g
longan en conserva kingmax 567g,S/10.03,0,Kingmax,Metro,,long conserv kingmax 567g
castaña de agua entera kingmax 567g,S/6.71,0,Kingmax,Metro,,castañ agu enter kingmax 567g
galletas morochas fiesta 224g,S/8.90,11 %,Morochas,Metro,,gallet moroch fiest 224g
pack tiyapuy lonchera 6un,S/12.90,0,Tiyapuy,Metro,,pack tiyapuy loncher 6un
aceite de soya costeño 900ml,S/9.90,9 %,Costeño,Metro,,aceit soy costeñ 900ml
pastina multicereal codo grano de oro 225g,S/1.50,0,Grano de Oro,Metro,,pastin multicereal cod gran oro 225g
tallarín multicereal grano de oro 450g,S/3.10,0,Grano de Oro,Metro,,tallarin multicereal gran oro 450g
salsa sweet baby ray's secret sauce 414ml,S/25.90,0,Sweet Baby Ray's,Metro,,sals sweet baby ray 's secret sauc 414ml
salsa sweet baby ray's cream buffalo 414ml,S/25.90,0,Sweet Baby Ray's,Metro,,sals sweet baby ray 's cream buffal 414ml
salsa sweet baby ray's honey mustard 414ml,S/25.90,0,Sweet Baby Ray's,Metro,,sals sweet baby ray 's honey mustard 414ml
salsa sweet baby ray's chicken 414ml,S/25.90,0,Sweet Baby Ray's,Metro,,sals sweet baby ray 's chick 414ml
galletas multigrano leonor 180g,S/14.90,0,Leonor,Metro,,gallet multigran leonor 180g
galletas con avena leonor chochochip 180g,S/14.90,0,Leonor,Metro,,gallet aven leonor chochochip 180g
papas lays ondas flamin' hot 90g,S/5.10,0,Lay's,Metro,,pap lays ondas flamin ' hot 90g
filete de caballa marinero 140g,S/5.20,5 %,Marinero,Metro,,filet caball mariner 140g
chocolate con leche vizzio crunch 10un,S/9.90,25 %,Vizzio,Metro,,chocolat lech vizzi crunch 10un
chocolate con leche vizzio maní 10un,S/9.90,30 %,Vizzio,Metro,,chocolat lech vizzi man 10un
chocolate con leche vizzio 10un,S/9.90,25 %,Vizzio,Metro,,chocolat lech vizzi 10un
duraznos en mitades en conserva del rio 820g,S/12.50,0,Del Río,Metro,,durazn mitad conserv rio 820g
pack galletas oreo: original 432g + chocolate 216g + cookies 216g,S/15.00,20 %,Oreo,Metro,,pack gallet ore : original 432g + chocolat 216g + cooki 216g
cheetos queso picante 90g,S/4.99,0,Frito Lays,Metro,,cheet ques picant 90g
doritos queso fuego 90g,S/5.10,0,Frito Lays,Metro,,dorit ques fueg 90g
doritos queso atrevido 90g,S/4.99,0,Frito Lays,Metro,,dorit ques atrev 90g
aceite de coco olivos del sur 350ml,S/25.90,0,Olivos del Sur,Metro,,aceit coc oliv sur 350ml
aceite de coco olivos del sur 200ml,S/16.60,10 %,Olivos del Sur,Metro,,aceit coc oliv sur 200ml
aceite de oliva olivos del sur extra virgen 250ml,S/22.90,0,Olivos del Sur,Metro,,aceit oliv oliv sur extra virg 250ml
tuco con carne b&d 230g,S/7.20,0,B&D,Metro,,tuc carn b & d 230g
mayonesa b&d 400g,S/13.70,0,B&D,Metro,,mayones b & d 400g
mostaza b&d 1kg,S/11.70,0,B&D,Metro,,mostaz b & d 1kg
hummus tradicional olivos del sur 220g,S/19.90,0,Olivos del Sur,Metro,,hummus tradicional oliv sur 220g
palmito entero olivos del sur 200g,S/15.20,0,Olivos del Sur,Metro,,palmit enter oliv sur 200g
hummus de alcachofa olivos del sur 220g,S/19.90,0,Olivos del Sur,Metro,,hummus alcachof oliv sur 220g
palmito entero olivos del sur 410g,S/21.20,0,Olivos del Sur,Metro,,palmit enter oliv sur 410g
pepinillos en rodajas olivos del sur 520g,S/20.90,0,Olivos del Sur,Metro,,pepinill rodaj oliv sur 520g
tapenade tradicional olivos del sur 260g,S/14.80,0,Olivos del Sur,Metro,,tapenad tradicional oliv sur 260g
